_source_row,order_id,order_date,customer_id,country,product_id,quantity,unit_price,discount_pct,status,rejection_reason,order_id_raw,order_date_raw,customer_id_raw,country_raw,product_id_raw,quantity_raw,unit_price_raw,discount_pct_raw,status_raw
260245,171683,30-04-2023,1302,DE,393,5,301.26,0.0,done,exact_duplicate_copy,,,,,,,,,
260246,74136,2019/12/04,39225,Netherlands,1572,1,269.75,19.61,COMPLETED,exact_duplicate_copy,,,,,,,,,
260247,93026,2016.05.19,16707,Sweden,2423,1,248.39,31.41,SHIP,exact_duplicate_copy,,,,,,,,,
260248,60640,2021-02-24,31160,ES,1502,3,90.27,,complete,exact_duplicate_copy,,,,,,,,,
260249,34329,2020-11-25,33944,France,1131,3,135.11,9.71,SHIP,exact_duplicate_copy,,,,,,,,,
260250,165381,2021-03-12,18399,Netherlands,2168,2,132.11,0.0,CANCELLED,exact_duplicate_copy,,,,,,,,,
260251,249289,2023.11.03,47458,France,1233,4,134.94,25.05,complete,exact_duplicate_copy,,,,,,,,,
260252,129082,2022-09-22,15890,italy,15,5,176.76,15.34,Completed,exact_duplicate_copy,,,,,,,,,
260253,45214,2015/06/07,13933,czechia,553,5,132.1,23.08,completed,exact_duplicate_copy,,,,,,,,,
260254,120515,2019/09/09,52836,netherlands,1420,4,62.02,18.27,SHIP,exact_duplicate_copy,,,,,,,,,
260255,39070,2018-11-30,48051,Slovakia,2249,2,199.44,7.45,Done,exact_duplicate_copy,,,,,,,,,
260256,147400,2020-12-11,11568,pl,1169,4,85.34,1.15,done,exact_duplicate_copy,,,,,,,,,
260257,16253,2023/12/21,19109,spain,387,2,238.43,14.33,Completed,exact_duplicate_copy,,,,,,,,,
260258,142941,2017-07-25,57802,France,155,4,95.54,10.8,Completed,exact_duplicate_copy,,,,,,,,,
260259,54343,2015/04/07,23886,Netherlands,2070,4,80.97,,SHIP,exact_duplicate_copy,,,,,,,,,
260260,46348,2023.10.24,19362,ES,1883,1,291.43,18.38,shipped,exact_duplicate_copy,,,,,,,,,
260261,8997,2019-01-31,15686,Czechia,7,1,240.05,9.84,done,exact_duplicate_copy,,,,,,,,,
260262,65407,2015-02-05,51892,spain,2014,2,119.05,2.68,done,exact_duplicate_copy,,,,,,,,,
260263,177970,2024-12-23,8959,pl,495,3,326.13,16.22,done,exact_duplicate_copy,,,,,,,,,
260264,217807,2021/12/30,52463,SE,536,3,366.89,2.3,DONE,exact_duplicate_copy,,,,,,,,,
260265,84030,2017-10-22,10528,Holland,925,4,175.25,7.68,complete,exact_duplicate_copy,,,,,,,,,
260266,56552,2019-10-27,22698,AT,1983,4,164.75,10%,CANCELLED,exact_duplicate_copy,,,,,,,,,
260267,58363,2016-03-21,14711,SLOVAKIA,2198,5,127.52,9.29,Done,exact_duplicate_copy,,,,,,,,,
260268,203982,07-08-2015,33626,Deutschland,687,2,96.61,0.0,shipped,exact_duplicate_copy,,,,,,,,,
260269,193692,2018/04/09,52538,Holland,2308,2,139.41,3.21,Done,exact_duplicate_copy,,,,,,,,,
260270,31220,02-12-2018,43567,Spain,1711,2,216.5,27.71,COMPLETED,exact_duplicate_copy,,,,,,,,,
260271,45741,2023-06-28,20773,france,253,3,253.04,,done,exact_duplicate_copy,,,,,,,,,
260272,250804,2018-12-01,601,sweden,1689,7,104.21,0.0,Completed,exact_duplicate_copy,,,,,,,,,
260273,118147,2020-10-04,16026,FR,999,1,154.78,11.08,Shipped,exact_duplicate_copy,,,,,,,,,
260274,168521,2019-09-03,56506,AT,716,1,250.55,0.0,completed,exact_duplicate_copy,,,,,,,,,
260275,239897,2024/06/24,31977,SE,1246,3,174.51,,shipped,exact_duplicate_copy,,,,,,,,,
260276,44050,27-03-2020,15068,germany,2219,1,309.7,11.97,DONE,exact_duplicate_copy,,,,,,,,,
260277,159035,2022-04-15,40144,SE,1814,3,130.47,12.77,SHIP,exact_duplicate_copy,,,,,,,,,
260278,237634,2024/09/22,17136,pl,988,2,238.69,17.39,Shipped,exact_duplicate_copy,,,,,,,,,
260279,216663,2021-10-13,55024,netherlands,1611,3,369.84,15.53,Shipped,exact_duplicate_copy,,,,,,,,,
260280,205404,2017-04-17,6045,Netherlands,565,3,226.48,0.0,complete,exact_duplicate_copy,,,,,,,,,
260281,180367,17-04-2021,22056,Sweden,698,2,130.05,9.11,Done,exact_duplicate_copy,,,,,,,,,
260282,147494,2015-06-06,6959,GER,1061,4,223.27,6.22,complete,exact_duplicate_copy,,,,,,,,,
260283,178053,2022-10-08,13596,SK,624,6,61.33,0.0,COMPLETED,exact_duplicate_copy,,,,,,,,,
260284,15536,2017/09/20,19412,GER,1378,4,249.23,0.0,COMPLETED,exact_duplicate_copy,,,,,,,,,
260285,253023,2019-03-27,11371,Deutschland,1167,2,172.29,12.79,CANCELLED,exact_duplicate_copy,,,,,,,,,
260286,147312,2021/12/16,44595,DE,1339,608,354.82,23.31,completed,exact_duplicate_copy,,,,,,,,,
260287,46473,2021-12-29,4899,France,2245,2,374.86,17.03,Shipped,exact_duplicate_copy,,,,,,,,,
260288,23013,25/12/2015,25839,CZ,920,3,189.22,22.07,complete,exact_duplicate_copy,,,,,,,,,
260289,21704,2016-12-28,28986,SK,1584,4,99.66,17.99,Completed,exact_duplicate_copy,,,,,,,,,
260290,148052,2017-01-29,35380,Spain,1906,4,110.59,9.69,Done,exact_duplicate_copy,,,,,,,,,
260291,112560,2022-08-06,37823,Italy,1258,4,93.95,19.73,Done,exact_duplicate_copy,,,,,,,,,
260292,49837,2018-12-31,35765,Deutschland,544,2,288.25,9.79,shipped,exact_duplicate_copy,,,,,,,,,
260293,191381,2019-11-07,54529,Polska,1216,5,285.23,14.3,Shipped,exact_duplicate_copy,,,,,,,,,
260294,95102,2020-06-05,49311,ES,2493,5,203.68,10.97,SHIP,exact_duplicate_copy,,,,,,,,,
260295,91444,2016/08/06,30064,Spain,710,2,83.42,14.27,completed,exact_duplicate_copy,,,,,,,,,
260296,236818,2022/09/06,45362,Germany,384,1,325.39,16.6,Completed,exact_duplicate_copy,,,,,,,,,
260297,259868,2021-01-17,31460,ES,1347,5,139.12,15.45,completed,exact_duplicate_copy,,,,,,,,,
260298,78185,2016/04/19,29536,Holland,88,2,180.21,10.24,COMPLETED,exact_duplicate_copy,,,,,,,,,
260299,107450,2024-07-11,7102,IT,2465,1,108.6,8.02,Shipped,exact_duplicate_copy,,,,,,,,,
260300,96587,2021-12-05,16261,Czech Republic,1451,2,162.45,20.83,done,exact_duplicate_copy,,,,,,,,,
260301,255725,2024/06/15,39592,france,2098,2,116.94,20.71,DONE,exact_duplicate_copy,,,,,,,,,
260302,232493,2019-10-19,870,France,743,2,263.26,13.85,done,exact_duplicate_copy,,,,,,,,,
260303,71423,2024-07-14,46400,SK,2206,1,347.84,19.26,Done,exact_duplicate_copy,,,,,,,,,
260304,155585,2021/08/20,45726,Sweden,1006,3,150.09,3.47,Completed,exact_duplicate_copy,,,,,,,,,
260305,4830,2020-12-20,53073,Deutschland,353,2,241.21,21.51,done,exact_duplicate_copy,,,,,,,,,
260306,190856,2024-12-01,42757,france,1662,4,302.11,,complete,exact_duplicate_copy,,,,,,,,,
260307,111009,07/03/2023,42412,Holland,296,2,159.06,0.0,Completed,exact_duplicate_copy,,,,,,,,,
260308,174552,2024.05.14,48306,netherlands,2366,2,212.68,3.97,Completed,exact_duplicate_copy,,,,,,,,,
260309,23256,2018-11-30,51061,germany,34,5,90.18,0.0,Shipped,exact_duplicate_copy,,,,,,,,,
260310,186249,2015-07-31,34397,italy,41,3,176.13,20.93,Shipped,exact_duplicate_copy,,,,,,,,,
260311,35773,2016-12-18,31131,IT,1937,4,199.48,4.36,Completed,exact_duplicate_copy,,,,,,,,,
260312,111908,09-12-2015,9314,Austria,2318,2,103.29,0.0,complete,exact_duplicate_copy,,,,,,,,,
260313,105418,2018-05-19,49159,netherlands,2068,2,103.38,0.0,COMPLETED,exact_duplicate_copy,,,,,,,,,
260314,139498,2021-07-10,48296,IT,2048,3,81.78,19.32,done,exact_duplicate_copy,,,,,,,,,
260315,14982,2020-12-26,56047,austria,696,2,332.55,13.52,shipped,exact_duplicate_copy,,,,,,,,,
260316,23390,2018-04-03,27474,Spain,1796,3,169.5,10%,DONE,exact_duplicate_copy,,,,,,,,,
260317,132553,08-06-2021,33255,Italy,1246,4,154.85,31.55,COMPLETED,exact_duplicate_copy,,,,,,,,,
260318,243307,2022/05/10,46995,PL,1772,2,210.41,6.38,Completed,exact_duplicate_copy,,,,,,,,,
260319,227120,2023-06-19,870,germany,1860,1,283.01,13.53,Completed,exact_duplicate_copy,,,,,,,,,
260320,109205,2019-04-02,43906,SK,1282,4,321.9,16.25,completed,exact_duplicate_copy,,,,,,,,,
260321,149783,2017/04/23,57506,sweden,1663,4,317.63,0.0,done,exact_duplicate_copy,,,,,,,,,
260322,16259,16-06-2017,57506,Czech Republic,2149,1,134.62,20.52,SHIP,exact_duplicate_copy,,,,,,,,,
260323,240843,2023-04-19,3301,POL,2214,2,165.06,30.25,SHIP,exact_duplicate_copy,,,,,,,,,
260324,135011,2022-08-20,46234,pl,2297,3,227.99,18.48,Shipped,exact_duplicate_copy,,,,,,,,,
260325,169686,2015-12-02,11918,austria,1578,1,142.12,0.0,done,exact_duplicate_copy,,,,,,,,,
260326,125876,2017-04-22,12809,Poland,1896,4,152.13,26.73,done,exact_duplicate_copy,,,,,,,,,
260327,146010,2021/02/24,30228,Sweden,223,3,323.77,3.7,Completed,exact_duplicate_copy,,,,,,,,,
260328,220572,04-08-2017,5258,ES,169,2,90.76,5.38,Completed,exact_duplicate_copy,,,,,,,,,
260329,80193,2017-04-05,22047,Spain,100,3,157.69,26.54,Shipped,exact_duplicate_copy,,,,,,,,,
260330,140285,16-05-2021,41742,GER,1974,2,252.89,11.7,SHIP,exact_duplicate_copy,,,,,,,,,
260331,156307,2021-08-03,4496,germany,334,5,103.9,2.44,Shipped,exact_duplicate_copy,,,,,,,,,
260332,184460,03-10-2024,15167,france,2314,2,202.54,12.89,Completed,exact_duplicate_copy,,,,,,,,,
260333,153027,2016/11/02,28877,Slovakia,2430,4,128.04,22.3,shipped,exact_duplicate_copy,,,,,,,,,
260334,127866,2023/04/02,23364,France,265,5,155.85,1.44,Done,exact_duplicate_copy,,,,,,,,,
260335,4429,2020.11.22,54680,Czechia,493,3,291.67,16.99,shipped,exact_duplicate_copy,,,,,,,,,
260336,218046,2024-11-16,45694,italy,759,4,323.36,19.15,completed,exact_duplicate_copy,,,,,,,,,
260337,11836,2015-06-22,42105,Polska,518,3,160.19,7.93,Shipped,exact_duplicate_copy,,,,,,,,,
260338,200076,2022-10-29,6364,AT,2331,2,178.76,15.29,COMPLETED,exact_duplicate_copy,,,,,,,,,
260339,12699,06-05-2020,18495,FR,2088,2,147.49,,Shipped,exact_duplicate_copy,,,,,,,,,
260340,49049,31-01-2022,28646,italy,824,4,206.65,17.57,SHIP,exact_duplicate_copy,,,,,,,,,
260341,57612,16-12-2015,24149,SLOVAKIA,620,6,193.58,5.47,Completed,exact_duplicate_copy,,,,,,,,,
260342,219666,2016-11-05,34486,italy,293,2,201.29,2.11,Done,exact_duplicate_copy,,,,,,,,,
260343,119412,2016-07-03,8939,SK,1829,4,264.55,0.0,Shipped,exact_duplicate_copy,,,,,,,,,
260344,75567,2024-02-20,9110,FR,1228,4,75.77,10.21,completed,exact_duplicate_copy,,,,,,,,,
260345,34789,2015.03.02,15400,PL,164,5,52.16,28.13,done,exact_duplicate_copy,,,,,,,,,
260346,94807,2024-08-14,32893,france,1959,2,365.25,11.33,done,exact_duplicate_copy,,,,,,,,,
260347,154523,2019-06-16,17443,SLOVAKIA,1676,5,149.13,12.46,completed,exact_duplicate_copy,,,,,,,,,
260348,151053,30-11-2020,55659,spain,131,3,93.01,0.0,complete,exact_duplicate_copy,,,,,,,,,
260349,158072,2024.04.04,1885,IT,971,3,233.05,3.15,done,exact_duplicate_copy,,,,,,,,,
260350,251264,2017-08-13,35798,italy,1936,2,267.59,14.4,completed,exact_duplicate_copy,,,,,,,,,
260351,136511,2024/10/03,26569,ES,442,4,235.2,0.0,done,exact_duplicate_copy,,,,,,,,,
260352,22395,2023.12.16,46370,france,1904,1,127.04,13.39,Completed,exact_duplicate_copy,,,,,,,,,
260353,44128,2017-10-25,31872,IT,1561,6,164.91,,complete,exact_duplicate_copy,,,,,,,,,
260354,227622,2016-11-04,42748,Slovakia,1619,1,192.04,4.04,completed,exact_duplicate_copy,,,,,,,,,
260355,168744,2017-12-07,21000,SE,2068,2,112.12,0.0,complete,exact_duplicate_copy,,,,,,,,,
260356,179340,2017-07-05,57980,SLOVAKIA,1963,7,224.72,,Completed,exact_duplicate_copy,,,,,,,,,
260357,21200,2021/02/03,56398,NL,2438,1,225.42,20.41,COMPLETED,exact_duplicate_copy,,,,,,,,,
260358,184095,2015-05-17,25002,SLOVAKIA,2175,4,100.67,8.81,Done,exact_duplicate_copy,,,,,,,,,
260359,70791,2024-02-10,20557,SE,1497,3,88.79,11.78,SHIP,exact_duplicate_copy,,,,,,,,,
260360,64068,2016/05/25,41229,SE,2375,2,190.68,8.19,done,exact_duplicate_copy,,,,,,,,,
260361,22735,2018/04/13,48810,sweden,1625,5,107.48,1.88,complete,exact_duplicate_copy,,,,,,,,,
260362,96284,10-12-2023,17995,AT,1626,5,160.98,4.97,CANCELLED,exact_duplicate_copy,,,,,,,,,
260363,61688,09/08/2016,6156,Slovakia,1770,6,218.23,6.14,complete,exact_duplicate_copy,,,,,,,,,
260364,13659,24-06-2022,16280,Czech Republic,156,1,340.62,7.77,DONE,exact_duplicate_copy,,,,,,,,,
260365,109521,2023-09-12,32243,Poland,2404,3,121.35,0.0,Completed,exact_duplicate_copy,,,,,,,,,
260366,235279,2016/03/20,29213,Italy,613,4,213.62,6.32,COMPLETED,exact_duplicate_copy,,,,,,,,,
260367,107560,2017-06-14,17297,SE,1774,2,142.12,,done,exact_duplicate_copy,,,,,,,,,
260368,160767,2020/11/11,38876,czechia,1028,4,156.1,27.71,complete,exact_duplicate_copy,,,,,,,,,
260369,224394,2021-12-14,16894,italy,1759,3,213.6,13.03,shipped,exact_duplicate_copy,,,,,,,,,
260370,192222,16-11-2017,57551,Austria,617,2,357.3,17.44,CANCELLED,exact_duplicate_copy,,,,,,,,,
260371,68324,2015-04-30,57399,Italy,89,3,201.71,25.36,complete,exact_duplicate_copy,,,,,,,,,
260372,64976,2023-07-02,23826,NL,2346,6,49.55,2.01,completed,exact_duplicate_copy,,,,,,,,,
260373,83463,2022-07-02,44399,Italy,1443,6,154.34,13.23,done,exact_duplicate_copy,,,,,,,,,
260374,141801,2016-10-25,4991,SE,139,1,193.92,,Completed,exact_duplicate_copy,,,,,,,,,
260375,68916,2019.11.13,13358,sweden,1082,4,108.71,,Completed,exact_duplicate_copy,,,,,,,,,
260376,155928,19-07-2016,56330,GER,1139,3,224.81,11.86,done,exact_duplicate_copy,,,,,,,,,
260377,131943,2021/10/01,411,CZ,1196,4,354.01,15.52,Shipped,exact_duplicate_copy,,,,,,,,,
260378,78954,22/12/2019,38913,Netherlands,2231,4,309.66,24.95,DONE,exact_duplicate_copy,,,,,,,,,
260379,53633,19-07-2021,37706,sweden,2373,5,289.69,22.16,Done,exact_duplicate_copy,,,,,,,,,
260380,126238,2020-09-07,1999,sweden,1438,5,406.82,,done,exact_duplicate_copy,,,,,,,,,
260381,142344,2020-10-24,43358,Czech Republic,2268,1,216.87,,CANCELLED,exact_duplicate_copy,,,,,,,,,
260382,81377,2019/06/25,31938,Spain,308,3,116.93,14.92,DONE,exact_duplicate_copy,,,,,,,,,
260383,40603,2020-02-22,23326,Germany,1925,2,112.61,,done,exact_duplicate_copy,,,,,,,,,
260384,134295,2024-12-14,4423,Germany,119,2,0.0,1.81,COMPLETED,exact_duplicate_copy,,,,,,,,,
260385,183231,2024-11-15,30468,Spain,461,1,394.15,,complete,exact_duplicate_copy,,,,,,,,,
260386,73951,2017/01/12,18574,austria,1736,2,247.56,,complete,exact_duplicate_copy,,,,,,,,,
260387,168714,2016-10-27,8896,AT,1800,6,92.25,6.12,complete,exact_duplicate_copy,,,,,,,,,
260388,98542,2017-11-05,12564,ES,1024,2,161.01,9.79,DONE,exact_duplicate_copy,,,,,,,,,
260389,82280,2024/11/24,17765,FR,1999,3,220.39,16.73,Done,exact_duplicate_copy,,,,,,,,,
260390,192939,2019-12-04,11521,Slovakia,1211,3,238.07,20.66,DONE,exact_duplicate_copy,,,,,,,,,
260391,74937,2023-04-04,56029,sweden,322,5,363.41,18.48,COMPLETED,exact_duplicate_copy,,,,,,,,,
260392,57334,2018-10-06,37633,Czech,97,4,148.71,16.45,completed,exact_duplicate_copy,,,,,,,,,
260393,17219,2017/10/08,47125,POL,40,8,198.1,32.97,Shipped,exact_duplicate_copy,,,,,,,,,
260394,97806,2017-04-22,24544,Netherlands,2324,2,329.92,5.96,Shipped,exact_duplicate_copy,,,,,,,,,
260395,132769,2023-02-26,14236,CZ,1114,1,160.41,14.78,COMPLETED,exact_duplicate_copy,,,,,,,,,
260396,215099,30-08-2020,10480,Austria,1898,4,134.92,4.44,done,exact_duplicate_copy,,,,,,,,,
260397,100645,2022/12/31,59631,Czech Republic,88,1,213.72,,DONE,exact_duplicate_copy,,,,,,,,,
260398,176427,2020-06-03,19476,SK,2414,3,227.42,16.44,completed,exact_duplicate_copy,,,,,,,,,
260399,126759,2021.10.08,36338,Italy,2062,2,83.49,11.04,COMPLETED,exact_duplicate_copy,,,,,,,,,
260400,42297,2017-10-03,6645,PL,1992,2,130.33,5.24,Shipped,exact_duplicate_copy,,,,,,,,,
260401,208944,19-10-2018,22294,Spain,1142,4,165.04,13.69,Completed,exact_duplicate_copy,,,,,,,,,
260402,100688,28-05-2016,3792,italy,1996,2,86.91,0.0,shipped,exact_duplicate_copy,,,,,,,,,
260403,5938,09-12-2021,49916,IT,740,5,120.15,10.61,shipped,exact_duplicate_copy,,,,,,,,,
260404,224201,2015-10-05,41390,italy,1596,2,168.48,12.33,DONE,exact_duplicate_copy,,,,,,,,,
260405,4843,2019-11-24,11299,NL,2035,5,159.75,16.3,DONE,exact_duplicate_copy,,,,,,,,,
260406,44420,2024-02-12,49964,DE,1581,5,159.09,12.99,complete,exact_duplicate_copy,,,,,,,,,
260407,133578,2018-04-12,48556,Holland,2031,2,121.88,17.99,SHIP,exact_duplicate_copy,,,,,,,,,
260408,73899,2021-01-19,7625,spain,1846,4,129.36,16.81,Done,exact_duplicate_copy,,,,,,,,,
260409,170045,2018-10-17,16111,Czech Republic,1248,2,60.21,1.54,done,exact_duplicate_copy,,,,,,,,,
260410,215578,2019-12-06,36474,sweden,2032,3,147.73,19.02,complete,exact_duplicate_copy,,,,,,,,,
260411,90466,2017/12/17,44122,Czech Republic,47,6,145.82,0.0,Completed,exact_duplicate_copy,,,,,,,,,
260412,221511,2021-12-18,54171,italy,871,7,98.73,24.61,DONE,exact_duplicate_copy,,,,,,,,,
260413,6947,2023.07.17,24859,AT,60,5,333.69,10.41,Completed,exact_duplicate_copy,,,,,,,,,
260414,178371,2015-08-10,52073,Netherlands,836,2,283.81,19.62,complete,exact_duplicate_copy,,,,,,,,,
260415,171769,10-09-2021,7080,ES,772,2,199.36,10.76,shipped,exact_duplicate_copy,,,,,,,,,
260416,224292,2019/12/08,34783,AT,588,4,243.23,33.24,DONE,exact_duplicate_copy,,,,,,,,,
260417,119166,2019-10-30,30296,pl,980,4,124.85,0.0,completed,exact_duplicate_copy,,,,,,,,,
260418,22402,2024/02/15,47695,Czechia,1307,3,184.79,11.62,Shipped,exact_duplicate_copy,,,,,,,,,
260419,145766,2023-06-27,39535,Spain,1993,5,149.47,18.13,Completed,exact_duplicate_copy,,,,,,,,,
260420,134908,2015/07/04,50409,czechia,1850,2,171.87,17.05,shipped,exact_duplicate_copy,,,,,,,,,
260421,217100,2021-12-03,14419,FR,1301,3,187.41,20.97,complete,exact_duplicate_copy,,,,,,,,,
260422,53448,2019-12-30,55142,Polska,2178,6,128.49,,shipped,exact_duplicate_copy,,,,,,,,,
260423,230922,2020-11-21,12222,netherlands,811,4,207.84,35.79,DONE,exact_duplicate_copy,,,,,,,,,
260424,37219,2023-12-04,40643,germany,1978,4,209.23,20.91,complete,exact_duplicate_copy,,,,,,,,,
260425,132747,2017-06-18,21175,pl,802,3,118.4,23.38,done,exact_duplicate_copy,,,,,,,,,
260426,65487,2022-07-13,16077,AT,165,3,62.34,12.28,SHIP,exact_duplicate_copy,,,,,,,,,
260427,171794,2022-11-13,55048,netherlands,1749,5,183.11,,done,exact_duplicate_copy,,,,,,,,,
260428,219946,2020-09-18,56711,Sweden,2008,4,223.39,18.33,CANCELLED,exact_duplicate_copy,,,,,,,,,
260429,182832,18-08-2015,4845,sweden,964,2,166.22,14.51,complete,exact_duplicate_copy,,,,,,,,,
260430,19275,2016-12-18,54617,Holland,2285,0,237.33,34.46,Completed,exact_duplicate_copy,,,,,,,,,
260431,57904,2017-11-25,18395,poland,872,3,157.35,6.03,Shipped,exact_duplicate_copy,,,,,,,,,
260432,9653,2018/04/15,799,france,425,1,40.95,2.76,done,exact_duplicate_copy,,,,,,,,,
260433,76597,2015/04/22,40844,Spain,519,2,77.69,28.01,done,exact_duplicate_copy,,,,,,,,,
260434,57672,18-11-2015,45965,ES,378,3,158.52,13.81,Shipped,exact_duplicate_copy,,,,,,,,,
260435,52004,2016-03-07,25616,France,1326,1,133.1,17.03,shipped,exact_duplicate_copy,,,,,,,,,
260436,14478,2024-11-04,42652,IT,1692,0,143.48,4.18,COMPLETED,exact_duplicate_copy,,,,,,,,,
260437,250040,02-07-2019,22227,Polska,1714,3,306.28,15.68,complete,exact_duplicate_copy,,,,,,,,,
260438,48282,2024.06.21,31814,AT,2086,3,380.14,6.2,shipped,exact_duplicate_copy,,,,,,,,,
260439,5579,04/06/2024,32676,Austria,953,4,130.71,0.0,COMPLETED,exact_duplicate_copy,,,,,,,,,
260440,144208,2023-12-04,40312,ES,2128,1,406.45,11.69,complete,exact_duplicate_copy,,,,,,,,,
260441,23286,2022-08-04,25390,austria,139,3,213.12,17.03,Done,exact_duplicate_copy,,,,,,,,,
260442,140261,30-04-2020,21367,Sweden,1725,1,150.04,30.85,done,exact_duplicate_copy,,,,,,,,,
260443,178064,17/01/2021,27070,Austria,2209,3,240.42,12.59,Shipped,exact_duplicate_copy,,,,,,,,,
260444,112751,2017-12-29,20925,ES,1789,1,122.4,9.27,shipped,exact_duplicate_copy,,,,,,,,,
260445,79587,2024-01-01,34876,Spain,1460,4,193.84,0.0,done,exact_duplicate_copy,,,,,,,,,
260446,162779,18-11-2020,6057,Sweden,494,3,181.68,24.42,done,exact_duplicate_copy,,,,,,,,,
260447,131749,2018-06-11,21480,France,1264,1,117.99,19.22,Shipped,exact_duplicate_copy,,,,,,,,,
260448,111806,2020/10/12,32753,germany,1884,3,81.49,23.09,COMPLETED,exact_duplicate_copy,,,,,,,,,
260449,14173,25-11-2018,22592,Polska,872,3,158.09,25.51,shipped,exact_duplicate_copy,,,,,,,,,
260450,66524,2021-12-20,3455,france,1364,3,226.05,5.81,done,exact_duplicate_copy,,,,,,,,,
260451,82906,2017-03-04,46089,Spain,1663,2,296.58,16.09,shipped,exact_duplicate_copy,,,,,,,,,
260452,144542,06-09-2024,2123,FR,1789,2,163.88,5.43,done,exact_duplicate_copy,,,,,,,,,
260453,247754,2020-03-13,8452,Deutschland,2174,4,255.11,9.14,DONE,exact_duplicate_copy,,,,,,,,,
260454,123535,2019-11-12,26632,Spain,1458,6,102.22,,DONE,exact_duplicate_copy,,,,,,,,,
260455,150093,2019.07.09,39766,germany,631,3,203.46,19.91,done,exact_duplicate_copy,,,,,,,,,
260456,112458,2024-07-14,48465,Italy,1508,4,91.92,5.48,done,exact_duplicate_copy,,,,,,,,,
260457,46717,2019/07/09,52136,France,258,1,285.3,0.0,COMPLETED,exact_duplicate_copy,,,,,,,,,
260458,91274,2016.09.03,35246,AT,1089,5,208.03,27.14,done,exact_duplicate_copy,,,,,,,,,
260459,102475,2020-11-19,5470,POL,1266,4,249.65,9.15,SHIP,exact_duplicate_copy,,,,,,,,,
260460,251324,2021-02-16,46319,FR,234,7,274.31,,Shipped,exact_duplicate_copy,,,,,,,,,
260461,98143,2023-12-27,5672,Spain,187,3,232.25,,complete,exact_duplicate_copy,,,,,,,,,
260462,158819,2016-05-30,55050,GER,1889,1,208.58,14.42,Shipped,exact_duplicate_copy,,,,,,,,,
260463,78039,2016-10-09,35400,france,2047,2,70.43,,COMPLETED,exact_duplicate_copy,,,,,,,,,
260464,25573,27-04-2016,51816,sweden,1880,3,169.93,,complete,exact_duplicate_copy,,,,,,,,,
260465,150153,2024/07/21,37100,sweden,2422,1,246.61,29.0,DONE,exact_duplicate_copy,,,,,,,,,
260466,135810,2023/09/10,53349,DE,567,3,178.38,23.31,Shipped,exact_duplicate_copy,,,,,,,,,
260467,170181,2019-03-25,47036,Netherlands,2188,4,120.6,0.0,completed,exact_duplicate_copy,,,,,,,,,
260468,258759,2019/05/21,840,Slovakia,169,2,88.05,4.24,DONE,exact_duplicate_copy,,,,,,,,,
260469,202037,2023/11/05,45394,SLOVAKIA,1507,4,160.97,,Completed,exact_duplicate_copy,,,,,,,,,
260470,128667,2021-07-31,59818,slovak,959,5,95.32,2.39,CANCELLED,exact_duplicate_copy,,,,,,,,,
260471,193271,2021/05/27,9478,SLOVAKIA,357,3,285.3,14.03,DONE,exact_duplicate_copy,,,,,,,,,
260472,107885,2015-11-02,4766,AT,1567,2,126.27,2.4,COMPLETED,exact_duplicate_copy,,,,,,,,,
260473,140549,2018-10-07,41324,SK,1824,2,135.38,2.85,completed,exact_duplicate_copy,,,,,,,,,
260474,254333,15-08-2017,48830,SE,1323,5,123.08,24.88,shipped,exact_duplicate_copy,,,,,,,,,
260475,233958,2023.11.01,13295,Poland,1309,3,111.02,20.69,done,exact_duplicate_copy,,,,,,,,,
260476,128228,2016.11.06,51501,italy,2200,6,138.44,8.66,DONE,exact_duplicate_copy,,,,,,,,,
260477,153057,2017-05-14,19591,Czech,1828,5,164.48,0.37,Shipped,exact_duplicate_copy,,,,,,,,,
260478,247561,2020/09/23,57615,spain,2208,2,125.67,14.51,DONE,exact_duplicate_copy,,,,,,,,,
260479,75777,2023-02-21,50957,France,1187,6,166.38,10.15,COMPLETED,exact_duplicate_copy,,,,,,,,,
260480,25763,2017-01-22,24450,Slovakia,2454,3,84.69,0.0,Done,exact_duplicate_copy,,,,,,,,,
260481,128868,2017-10-07,8749,netherlands,907,1,120.74,,shipped,exact_duplicate_copy,,,,,,,,,
260482,253641,2022-10-01,59622,austria,1636,4,134.93,19.18,DONE,exact_duplicate_copy,,,,,,,,,
260483,151999,2019-11-13,58536,FR,1749,2,166.46,5.94,shipped,exact_duplicate_copy,,,,,,,,,
260484,250435,2024.05.06,41758,poland,872,5,164.9,11.98,SHIP,exact_duplicate_copy,,,,,,,,,
260485,86768,2024-06-17,18406,pl,719,1,219.8,30.72,DONE,exact_duplicate_copy,,,,,,,,,
260486,229539,2016-12-31,36410,Czech,2281,4,238.62,3.36,Done,exact_duplicate_copy,,,,,,,,,
260487,164462,2016-05-16,30907,Italy,414,5,145.91,8.03,done,exact_duplicate_copy,,,,,,,,,
260488,163796,2018/01/17,21393,spain,2218,2,89.79,5.75,Completed,exact_duplicate_copy,,,,,,,,,
260489,195532,2022-10-29,22026,NL,1141,4,133.67,0.0,DONE,exact_duplicate_copy,,,,,,,,,
260490,120874,2016-02-02,40337,Austria,189,2,210.09,7.42,Shipped,exact_duplicate_copy,,,,,,,,,
260491,163649,2022-06-03,46644,SE,134,2,166.6,21.3,COMPLETED,exact_duplicate_copy,,,,,,,,,
