_source_row,product_id,category,sub_category,base_price,launch_date,product_id_raw,category_raw,sub_category_raw,base_price_raw,launch_date_raw,category_unrecognized_flag,category_missing_flag,sub_category_unrecognized_flag,sub_category_missing_flag,base_price_invalid_format_flag,base_price_non_positive_flag,launch_date_status,launch_date_format,launch_date_ambiguous_flag
687,687,Kids,Sleepwear,91.17,2023-12-24,687,Kids,Sleepwear,91.17,2023-12-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
688,688,Kids,Outerwear,75.97,2017-09-04,688,Kids,Outerwear,75.97,2017-09-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
689,689,Kids,Tops,78.15,2016-02-05,689,Kids,Tops,78.15,2016-02-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
690,690,Shoes,Loafers,158.13,2022-09-30,690,Shoes,Loafers,158.13,2022-09-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
691,691,Accessories,Bags,157.97,2021-11-15,691,Accessories,Bags,157.97,2021-11-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
692,692,Shoes,Sandals,278.61,2018-04-24,692,Shoes,Sandals,278.61,2018-04-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
693,693,Accessories,Scarves,136.12,2020-12-08,693,Accessories,Scarves,136.12,08/12/2020,False,False,False,False,False,False,valid,DD-MM-YYYY,True
694,694,Accessories,Bags,179.17,2016-11-20,694,Accessories,Bags,179.17,20/11/2016,False,False,False,False,False,False,valid,DD-MM-YYYY,False
695,695,Women,Activewear,171.48,2022-01-03,695,Women,Activewear,171.48,2022/01/03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
696,696,Men,Jeans,281.27,2022-04-10,696,Men,Jeans,281.27,10-04-2022,False,False,False,False,False,False,valid,DD-MM-YYYY,True
697,697,Shoes,Boots,207.49,,697,Shoes,Boots,207.49,,False,False,False,False,False,False,missing,missing,False
698,698,Kids,Shoes,95.74,2019-09-08,698,Kids,Shoes,95.74,2019-09-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
699,699,Women,Lingerie,162.1,2018-05-05,699,Women,Lingerie,162.1,2018-05-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
700,700,Women,Tops,196.75,2015-04-25,700,Women,Tops,196.75,2015-04-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False
701,701,Kids,Shoes,108.8,2016-04-10,701,Kids,Shoes,108.8,2016-04-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
702,702,Shoes,Loafers,213.73,2024-08-07,702,Shoes,Loafers,213.73,2024-08-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
703,703,Women,Activewear,259.95,2019-07-24,703,Women,Activewear,259.95,2019-07-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
704,704,Women,Dresses,190.76,2016-06-23,704,Women,Dresses,190.76,2016-06-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
705,705,Women,Tops,192.17,2015-06-11,705,Women,Tops,192.17,2015-06-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
706,706,Kids,Sleepwear,69.55,2018-07-14,706,Kids,Sleepwear,69.55,2018-07-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False
707,707,Women,Lingerie,198.83,2024-10-30,707,Women,Lingerie,198.83,2024-10-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
708,708,Kids,Shoes,86.98,2018-11-06,708,Kids,Shoes,86.98,2018-11-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
709,709,Kids,Outerwear,76.31,2024-12-30,709,Kids,Outerwear,76.31,2024-12-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
710,710,Kids,Bottoms,72.53,2019-11-23,710,Kids,Bottoms,72.53,2019-11-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
711,711,Shoes,Loafers,366.95,2022-08-22,711,Shoes,Loafers,366.95,2022-08-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
712,712,Kids,Bottoms,84.07,2022-11-09,712,Kids,Bottoms,84.07,2022-11-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
713,713,Shoes,Boots,139.87,2015-04-13,713,Shoes,Boots,139.87,2015-04-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
714,714,Shoes,Loafers,181.6,2015-01-23,714,Shoes,Loafers,181.6,2015/01/23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
715,715,Accessories,Hats,118.45,2024-03-23,715,Accessories,Hats,118.45,2024-03-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
716,716,Shoes,Boots,250.07,2024-04-29,716,Shoes,Boots,250.07,2024-04-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
717,717,Kids,Tops,102.48,2016-04-29,717,Kids,Tops,102.48,29-04-2016,False,False,False,False,False,False,valid,DD-MM-YYYY,False
718,718,Kids,Outerwear,105.22,2021-06-17,718,Kids,Outerwear,105.22,2021-06-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
719,719,Men,T-Shirts,134.21,2024-03-28,719,Men,T-Shirts,134.21,2024/03/28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
720,720,Kids,Outerwear,97.66,2024-07-04,720,Kids,Outerwear,97.66,2024/07/04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
721,721,Women,Activewear,140.58,2017-12-18,721,Women,Activewear,140.58,2017-12-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
722,722,Accessories,Belts,101.41,2023-03-05,722,Accessories,Belts,101.41,05-03-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True
723,723,Accessories,Scarves,92.47,2021-06-19,723,Accessories,Scarves,92.47,2021/06/19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
724,724,Women,Activewear,126.52,2024-04-12,724,Women,Activewear,126.52,2024-04-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False
725,725,Shoes,Sandals,278.53,2016-06-19,725,Shoes,Sandals,278.53,2016-06-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
726,726,Women,Activewear,210.99,2021-01-04,726,Women,Activewear,210.99,04-01-2021,False,False,False,False,False,False,valid,DD-MM-YYYY,True
727,727,Shoes,Heels,273.72,2015-03-31,727,Shoes,Heels,273.72,31-03-2015,False,False,False,False,False,False,valid,DD-MM-YYYY,False
728,728,Women,Jeans,181.77,2018-07-29,728,Women,Jeans,181.77,2018-07-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
729,729,Kids,Sleepwear,107.48,2015-02-11,729,Kids,Sleepwear,107.48,2015-02-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
730,730,Shoes,Loafers,123.13,2019-06-06,730,Shoes,Loafers,123.13,06-06-2019,False,False,False,False,False,False,valid,DD-MM-YYYY,True
731,731,Shoes,Loafers,267.47,2023-02-10,731,Shoes,Loafers,267.47,2023.02.10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
732,732,Kids,Bottoms,93.99,2021-07-31,732,Kids,Bottoms,93.99,2021-07-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False
733,733,Accessories,Scarves,138.81,2018-03-03,733,Accessories,Scarves,138.81,2018-03-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
734,734,Shoes,Sneakers,240.9,,734,Shoes,Sneakers,240.9,,False,False,False,False,False,False,missing,missing,False
735,735,Men,Activewear,120.52,2018-09-04,735,Men,Activewear,120.52,2018-09-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
736,736,Shoes,Heels,137.61,2022-04-26,736,Shoes,Heels,137.61,2022.04.26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
737,737,Shoes,Boots,180.84,2017-08-30,737,Shoes,Boots,180.84,2017-08-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
738,738,Men,T-Shirts,182.6,2015-12-02,738,Men,T-Shirts,182.6,2015-12-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
739,739,Shoes,Loafers,257.96,2020-01-26,739,Shoes,Loafers,257.96,2020-01-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
740,740,Accessories,Bags,78.96,2023-04-20,740,Accessories,Bags,78.96,2023/04/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
741,741,Accessories,Belts,90.57,2019-10-09,741,Accessories,Belts,90.57,2019-10-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
742,742,Shoes,Boots,180.22,2017-01-15,742,Shoes,Boots,180.22,2017.01.15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
743,743,Shoes,Loafers,200.35,2015-06-18,743,Shoes,Loafers,200.35,2015-06-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
744,744,Men,Activewear,105.52,2024-06-10,744,Men,Activewear,105.52,10-06-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
745,745,Shoes,Sandals,141.79,2022-08-10,745,Shoes,Sandals,141.79,2022/08/10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
746,746,Men,Suits,127.13,2016-07-22,746,Men,Suits,127.13,2016-07-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
747,747,Kids,Sleepwear,91.94,2015-09-28,747,Kids,Sleepwear,91.94,2015-09-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
748,748,Men,Shirts,112.78,2016-04-16,748,Men,Shirts,112.78,16/04/2016,False,False,False,False,False,False,valid,DD-MM-YYYY,False
749,749,Men,Shirts,155.37,2018-10-07,749,Men,Shirts,155.37,07-10-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,True
750,750,Women,Jeans,227.63,2023-02-13,750,Women,Jeans,227.63,2023-02-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
751,751,Accessories,Belts,80.95,2016-08-07,751,Accessories,Belts,80.95,2016-08-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
752,752,Women,Activewear,170.71,2023-03-10,752,Women,Activewear,170.71,2023-03-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
753,753,Women,Dresses,226.11,2015-01-07,753,Women,Dresses,226.11,2015/01/07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
754,754,Accessories,Belts,107.45,2022-05-22,754,Accessories,Belts,107.45,22-05-2022,False,False,False,False,False,False,valid,DD-MM-YYYY,False
755,755,Kids,Bottoms,77.09,2017-10-28,755,Kids,Bottoms,77.09,2017-10-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
756,756,Kids,Tops,116.18,2024-08-09,756,Kids,Tops,116.18,09-08-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
757,757,Shoes,Sneakers,203.16,2019-10-05,757,Shoes,Sneakers,203.16,2019-10-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
758,758,Men,Jeans,204.18,2017-09-15,758,Men,Jeans,204.18,2017/09/15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
759,759,Women,Outerwear,199.3,2017-06-06,759,Women,Outerwear,199.3,2017-06-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
760,760,Shoes,Heels,201.14,2023-04-08,760,Shoes,Heels,201.14,2023-04-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
761,761,Women,Jeans,201.59,2019-01-12,761,Women,Jeans,201.59,2019-01-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False
762,762,Kids,Outerwear,97.21,2018-07-10,762,Kids,Outerwear,97.21,2018-07-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
763,763,Accessories,Scarves,150.63,2022-05-11,763,Accessories,Scarves,150.63,2022-05-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
764,764,Accessories,Jewelry,103.55,2020-05-17,764,Accessories,Jewelry,103.55,2020/05/17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
765,765,Men,Activewear,161.65,2021-08-21,765,Men,Activewear,161.65,2021-08-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
766,766,Shoes,Sandals,216.62,2019-06-16,766,Shoes,Sandals,216.62,2019-06-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
767,767,Shoes,Sandals,258.73,2015-08-22,767,Shoes,Sandals,258.73,2015-08-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
768,768,Kids,Sleepwear,66.93,2015-01-22,768,Kids,Sleepwear,66.93,2015-01-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
769,769,Women,Dresses,225.76,2015-05-23,769,Women,Dresses,225.76,2015-05-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
770,770,Men,T-Shirts,178.65,2020-09-29,770,Men,T-Shirts,178.65,2020-09-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
771,771,Shoes,Sneakers,147.57,2020-02-20,771,Shoes,Sneakers,147.57,2020/02/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
772,772,Accessories,Hats,156.25,2022-06-23,772,Accessories,Hats,156.25,2022/06/23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
773,773,Women,Outerwear,280.53,2023-12-13,773,Women,Outerwear,280.53,2023-12-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
774,774,Shoes,Heels,275.1,2016-09-29,774,Shoes,Heels,275.1,2016/09/29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
775,775,Accessories,Belts,162.81,2024-07-28,775,Accessories,Belts,162.81,2024-07-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
776,776,Accessories,Jewelry,122.56,2024-04-26,776,Accessories,Jewelry,122.56,2024-04-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
777,777,Kids,Tops,52.62,2021-02-28,777,Kids,Tops,52.62,2021-02-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
778,778,Women,Tops,97.01,2020-04-21,778,Women,Tops,97.01,2020-04-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
779,779,Men,T-Shirts,170.2,2016-10-07,779,Men,T-Shirts,170.2,2016-10-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
780,780,Accessories,Scarves,102.24,2016-10-13,780,Accessories,Scarves,102.24,2016/10/13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
781,781,Accessories,Bags,92.56,2015-03-10,781,Accessories,Bags,92.56,10-03-2015,False,False,False,False,False,False,valid,DD-MM-YYYY,True
782,782,Shoes,Sandals,216.55,2021-06-17,782,Shoes,Sandals,216.55,2021-06-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
783,783,Women,Lingerie,207.7,2019-05-02,783,Women,Lingerie,207.7,02-05-2019,False,False,False,False,False,False,valid,DD-MM-YYYY,True
784,784,Women,Dresses,114.63,2016-12-02,784,Women,Dresses,114.63,2016-12-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
785,785,Kids,Outerwear,79.9,2016-05-03,785,Kids,Outerwear,79.9,2016/05/03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
786,786,Kids,Outerwear,123.97,2015-08-21,786,Kids,Outerwear,123.97,2015-08-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
787,787,Women,Dresses,131.61,2021-05-30,787,Women,Dresses,131.61,2021-05-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
788,788,Shoes,Boots,267.84,2021-11-08,788,Shoes,Boots,267.84,2021-11-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
789,789,Kids,Tops,79.09,,789,Kids,Tops,79.09,,False,False,False,False,False,False,missing,missing,False
790,790,Women,Tops,204.56,2016-02-09,790,Women,Tops,204.56,2016-02-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
791,791,Women,Jeans,229.38,2015-06-01,791,Women,Jeans,229.38,2015-06-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
792,792,Kids,Outerwear,106.68,2016-01-24,792,Kids,Outerwear,106.68,2016-01-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
793,793,Shoes,Boots,270.0,2022-07-08,793,Shoes,Boots,270.0,2022-07-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
794,794,Accessories,Belts,85.45,2022-05-27,794,Accessories,Belts,85.45,2022/05/27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
795,795,Kids,Tops,115.06,2017-12-13,795,Kids,Tops,115.06,13/12/2017,False,False,False,False,False,False,valid,DD-MM-YYYY,False
796,796,Men,Suits,125.89,2015-07-21,796,Men,Suits,125.89,2015-07-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
797,797,Accessories,Belts,127.79,,797,Accessories,Belts,127.79,,False,False,False,False,False,False,missing,missing,False
798,798,Kids,Shoes,95.81,2023-02-06,798,Kids,Shoes,95.81,2023/02/06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
799,799,Men,Activewear,179.4,2016-06-07,799,Men,Activewear,179.4,2016-06-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
800,800,Kids,Shoes,97.58,2022-12-18,800,Kids,Shoes,97.58,2022-12-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False
801,801,Women,Outerwear,142.03,2019-08-20,801,Women,Outerwear,142.03,2019/08/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
802,802,Men,Jeans,106.01,2016-05-31,802,Men,Jeans,106.01,2016.05.31,False,False,False,False,False,False,valid,YYYY-MM-DD,False
803,803,Kids,Sleepwear,109.63,2024-05-04,803,Kids,Sleepwear,109.63,2024-05-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
804,804,Accessories,Belts,125.58,2020-03-08,804,Accessories,Belts,125.58,2020/03/08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
805,805,Shoes,Sneakers,283.22,2021-09-19,805,Shoes,Sneakers,283.22,2021-09-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
806,806,Shoes,Boots,217.54,2015-12-19,806,Shoes,Boots,217.54,2015-12-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
807,807,Kids,Bottoms,58.38,2018-09-19,807,Kids,Bottoms,58.38,2018/09/19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
808,808,Women,Dresses,223.48,2021-04-29,808,Women,Dresses,223.48,2021/04/29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
809,809,Men,Shirts,145.19,2021-06-15,809,Men,Shirts,145.19,2021-06-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False
810,810,Accessories,Jewelry,130.26,2015-08-18,810,Accessories,Jewelry,130.26,18-08-2015,False,False,False,False,False,False,valid,DD-MM-YYYY,False
811,811,Women,Outerwear,150.86,2021-01-16,811,Women,Outerwear,150.86,2021-01-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
812,812,Accessories,Hats,169.33,2024-06-12,812,Accessories,Hats,169.33,2024-06-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False
813,813,Shoes,Loafers,171.79,2022-11-12,813,Shoes,Loafers,171.79,12-11-2022,False,False,False,False,False,False,valid,DD-MM-YYYY,True
814,814,Men,Jeans,146.5,2017-01-28,814,Men,Jeans,146.5,28/01/2017,False,False,False,False,False,False,valid,DD-MM-YYYY,False
815,815,Shoes,Heels,225.91,2024-02-16,815,Shoes,Heels,225.91,2024-02-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
816,816,Accessories,Jewelry,87.23,2021-10-30,816,Accessories,Jewelry,87.23,2021-10-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
817,817,Women,Outerwear,194.87,2015-07-28,817,Women,Outerwear,194.87,2015-07-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False
818,818,Women,Jeans,252.54,2016-04-13,818,Women,Jeans,252.54,2016-04-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
819,819,Shoes,Boots,193.02,2024-03-19,819,Shoes,Boots,193.02,2024-03-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
820,820,Accessories,Bags,131.85,2017-02-04,820,Accessories,Bags,131.85,2017-02-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
821,821,Women,Dresses,56.28,,821,Women,Dresses,56.28,,False,False,False,False,False,False,missing,missing,False
822,822,Shoes,Sneakers,217.86,2019-07-06,822,Shoes,Sneakers,217.86,2019-07-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
823,823,Women,Activewear,165.91,2020-04-04,823,Women,Activewear,165.91,2020-04-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
824,824,Shoes,Sandals,174.98,2020-09-24,824,Shoes,Sandals,174.98,2020/09/24,False,False,False,False,False,False,valid,YYYY-MM-DD,False
825,825,Shoes,Heels,279.48,2021-08-03,825,Shoes,Heels,279.48,2021-08-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
826,826,Women,Activewear,165.32,2024-12-27,826,Women,Activewear,165.32,2024-12-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
827,827,Shoes,Sneakers,210.24,2022-08-05,827,Shoes,Sneakers,210.24,2022-08-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
828,828,Accessories,Belts,108.68,2015-04-05,828,Accessories,Belts,108.68,2015/04/05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
829,829,Accessories,Belts,62.5,2015-11-20,829,Accessories,Belts,62.5,2015-11-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
830,830,Women,Lingerie,129.06,2015-01-02,830,Women,Lingerie,129.06,2015.01.02,False,False,False,False,False,False,valid,YYYY-MM-DD,False
831,831,Men,Activewear,198.44,2018-12-14,831,Men,Activewear,198.44,2018-12-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False
832,832,Men,T-Shirts,75.6,2018-07-03,832,Men,T-Shirts,75.6,2018/07/03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
833,833,Kids,Bottoms,72.76,2024-05-03,833,Kids,Bottoms,72.76,03-05-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
834,834,Women,Lingerie,162.01,2018-08-30,834,Women,Lingerie,162.01,30-08-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,False
835,835,Accessories,Bags,172.31,2015-04-22,835,Accessories,Bags,172.31,2015-04-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
836,836,Shoes,Boots,262.27,2023-11-03,836,Shoes,Boots,262.27,2023-11-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False
837,837,Accessories,Hats,103.28,2017-08-08,837,Accessories,Hats,103.28,2017-08-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False
838,838,Women,Dresses,238.7,2024-02-16,838,Women,Dresses,238.7,2024/02/16,False,False,False,False,False,False,valid,YYYY-MM-DD,False
839,839,Women,Lingerie,146.68,2022-09-30,839,Women,Lingerie,146.68,2022-09-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False
840,840,Accessories,Jewelry,150.27,2023-10-22,840,Accessories,Jewelry,150.27,2023-10-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False
841,841,Men,Activewear,105.64,2023-03-14,841,Men,Activewear,105.64,2023-03-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False
842,842,Shoes,Boots,279.03,2016-06-07,842,Shoes,Boots,279.03,2016/06/07,False,False,False,False,False,False,valid,YYYY-MM-DD,False
843,843,Accessories,Bags,107.82,2021-04-06,843,Accessories,Bags,107.82,2021-04-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False
844,844,Women,Outerwear,133.72,,844,Women,Outerwear,133.72,,False,False,False,False,False,False,missing,missing,False
845,845,Women,Outerwear,170.23,2021-04-15,845,Women,Outerwear,170.23,15-04-2021,False,False,False,False,False,False,valid,DD-MM-YYYY,False
846,846,Women,Activewear,192.48,2022-06-17,846,Women,Activewear,192.48,2022.06.17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
847,847,Women,Outerwear,157.74,2020-01-04,847,Women,Outerwear,157.74,2020-01-04,False,False,False,False,False,False,valid,YYYY-MM-DD,False
848,848,Women,Dresses,204.93,2018-02-15,848,Women,Dresses,204.93,15-02-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,False
849,849,Accessories,Bags,102.51,2024-03-01,849,Accessories,Bags,102.51,01/03/2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True
850,850,Shoes,Sandals,254.12,2021-08-19,850,Shoes,Sandals,254.12,2021-08-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
851,851,Accessories,Bags,133.27,2023-11-09,851,Accessories,Bags,133.27,2023.11.09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
852,852,Accessories,Jewelry,118.17,2017-05-16,852,Accessories,Jewelry,118.17,16-05-2017,False,False,False,False,False,False,valid,DD-MM-YYYY,False
853,853,Accessories,Bags,106.76,2023-05-21,853,Accessories,Bags,106.76,2023.05.21,False,False,False,False,False,False,valid,YYYY-MM-DD,False
854,854,Men,Suits,166.06,2018-03-27,854,Men,Suits,166.06,27-03-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,False
855,855,Men,T-Shirts,182.01,2019-08-10,855,Men,T-Shirts,182.01,2019-08-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
856,856,Accessories,Hats,181.85,2023-08-10,856,Accessories,Hats,181.85,2023-08-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False
857,857,Men,Shirts,197.58,2018-07-19,857,Men,Shirts,197.58,2018.07.19,False,False,False,False,False,False,valid,YYYY-MM-DD,False
858,858,Women,Lingerie,223.92,2017-07-04,858,Women,Lingerie,223.92,04-07-2017,False,False,False,False,False,False,valid,DD-MM-YYYY,True
859,859,Shoes,Sneakers,389.87,2024-02-27,859,Shoes,Sneakers,389.87,2024-02-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
860,860,Accessories,Hats,135.48,2024-08-23,860,Accessories,Hats,135.48,2024/08/23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
861,861,Accessories,Jewelry,134.54,2018-02-10,861,Accessories,Jewelry,134.54,10-02-2018,False,False,False,False,False,False,valid,DD-MM-YYYY,True
862,862,Accessories,Scarves,141.12,2018-01-23,862,Accessories,Scarves,141.12,2018-01-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False
863,863,Women,Dresses,134.6,2017-04-11,863,Women,Dresses,134.6,2017/04/11,False,False,False,False,False,False,valid,YYYY-MM-DD,False
864,864,Shoes,Loafers,195.59,2015-03-27,864,Shoes,Loafers,195.59,2015-03-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False
865,865,Accessories,Bags,104.81,,865,Accessories,Bags,104.81,,False,False,False,False,False,False,missing,missing,False
866,866,Shoes,Sandals,255.62,2017-07-20,866,Shoes,Sandals,255.62,2017/07/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False
867,867,Accessories,Scarves,114.77,2023-06-29,867,Accessories,Scarves,114.77,2023-06-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False
868,868,Accessories,Belts,124.15,2016-09-17,868,Accessories,Belts,124.15,2016-09-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False
869,869,Kids,Outerwear,114.47,2021-05-09,869,Kids,Outerwear,114.47,2021.05.09,False,False,False,False,False,False,valid,YYYY-MM-DD,False
870,870,Women,Dresses,218.84,2020-01-26,870,Women,Dresses,218.84,2020-01-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False
871,871,Kids,Shoes,86.36,2021-02-13,871,Kids,Shoes,86.36,2021-02-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False
872,872,Men,Jeans,133.2,2016-02-16,872,Men,Jeans,133.2,16/02/2016,False,False,False,False,False,False,valid,DD-MM-YYYY,False
873,873,Women,Tops,231.09,2019-09-01,873,Women,Tops,231.09,2019-09-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False
874,874,Women,Outerwear,214.83,2021-04-05,874,Women,Outerwear,214.83,2021-04-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False
