_source_row,product_id,warehouse_country,stock_quantity,last_stock_update,product_id_raw,warehouse_country_raw,stock_quantity_raw,last_stock_update_raw,warehouse_country_unrecognized_flag,warehouse_country_missing_flag,stock_invalid_format_flag,stock_fractional_flag,stock_zero_flag,stock_negative_flag,last_stock_update_status,last_stock_update_format,last_stock_update_ambiguous_flag,days_since_stock_update,stock_update_after_reference_flag,stale_stock_update_review_flag,missing_product_reference_flag,stock_review_flag
512,349,Czech Republic,187,2023-12-28,349,Czech,187,28/12/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,369.0,False,True,False,True
513,350,Germany,96,2023-08-20,350,germany,96,2023-08-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,499.0,False,True,False,True
514,350,Czech Republic,73,2024-07-03,350,Czech,73,2024/07/03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,181.0,False,True,False,True
515,351,Czech Republic,466,2023-06-08,351,Czech Republic,466,2023-06-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,572.0,False,True,False,True
516,351,Poland,88,2023-10-31,351,poland,88,2023.10.31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,427.0,False,True,False,True
517,352,Poland,403,2024-03-23,352,PL,403,2024-03-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,283.0,False,True,False,True
518,352,Germany,326,2024-07-26,352,Germany,326,26/07/2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,158.0,False,True,False,True
519,353,Germany,316,2024-04-06,353,germany,316,06-04-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,269.0,False,True,False,True
520,354,Czech Republic,96,2024-06-18,354,czechia,96,2024/06/18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,196.0,False,True,False,True
521,354,Poland,116,2024-07-23,354,POL,116,2024-07-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,161.0,False,True,False,True
522,355,Czech Republic,166,2023-11-06,355,Czech,166,2023-11-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,421.0,False,True,False,True
523,355,Germany,0,2023-05-25,355,GER,0,25-05-2023,False,False,False,False,True,False,valid,DD-MM-YYYY,False,586.0,False,True,False,True
524,356,Poland,0,2023-06-26,356,poland,0,2023-06-26,False,False,False,False,True,False,valid,YYYY-MM-DD,False,554.0,False,True,False,True
525,357,Germany,317,2024-01-11,357,Germany,317,2024/01/11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,355.0,False,True,False,True
526,358,Poland,274,2023-09-16,358,PL,274,2023-09-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,472.0,False,True,False,True
527,359,Germany,243,2024-06-17,359,germany,243,2024.06.17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,197.0,False,True,False,True
528,360,Czech Republic,229,2024-10-30,360,Czechia,229,30-10-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,62.0,False,False,False,True
529,360,Poland,22,2024-01-01,360,Polska,22,01/01/2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,365.0,False,True,False,True
530,361,Poland,2,2023-11-04,361,POL,2,04/11/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,423.0,False,True,False,True
531,361,Czech Republic,34,2023-06-19,361,CZ,34,19/06/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,561.0,False,True,False,True
532,362,Poland,273,2023-07-23,362,poland,273,2023/07/23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,527.0,False,True,False,True
533,362,Germany,335,2024-11-13,362,GER,335,2024-11-13,False,False,False,False,False,False,valid,YYYY-MM-DD,False,48.0,False,False,False,True
534,363,Czech Republic,181,2023-12-28,363,Czech Republic,181,2023.12.28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,369.0,False,True,False,True
535,364,Poland,253,2024-11-16,364,Poland,253,2024-11-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,45.0,False,False,False,True
536,365,Germany,154,2023-12-31,365,GER,154,2023-12-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,366.0,False,True,False,True
537,365,Czech Republic,61,2023-09-06,365,CZ,61,2023-09-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,482.0,False,True,False,True
538,366,Poland,108,2023-08-29,366,Poland,108,2023-08-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,490.0,False,True,False,True
539,367,Poland,222,2024-07-13,367,poland,222,13-07-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,171.0,False,True,False,True
540,367,Germany,138,2023-09-17,367,Deutschland,138,17-09-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,471.0,False,True,False,True
541,368,Czech Republic,149,2023-11-28,368,Czech Republic,149,2023-11-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,399.0,False,True,False,True
542,369,Germany,87,2024-04-28,369,germany,87,2024-04-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,247.0,False,True,False,True
543,370,Poland,108,2024-10-25,370,pl,108,2024-10-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,67.0,False,False,False,True
544,370,Czech Republic,144,2024-04-21,370,Czechia,144,2024-04-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,254.0,False,True,False,True
545,371,Germany,240,2023-12-15,371,germany,240,2023-12-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,382.0,False,True,False,True
546,372,Germany,323,2023-07-10,372,germany,323,2023-07-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False,540.0,False,True,False,True
547,372,Poland,334,2023-10-17,372,PL,334,2023-10-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,441.0,False,True,False,True
548,373,Germany,73,2024-11-06,373,Germany,73,06-11-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,55.0,False,False,False,True
549,374,Germany,281,2024-08-25,374,DE,281,2024-08-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,128.0,False,True,False,True
550,375,Poland,12,2024-02-11,375,PL,12,2024-02-11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,324.0,False,True,False,True
551,376,Czech Republic,96,2024-03-01,376,Czech,96,2024-03-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,305.0,False,True,False,True
552,376,Germany,178,2024-08-02,376,germany,178,2024-08-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,151.0,False,True,False,True
553,377,Germany,428,2023-05-17,377,germany,428,2023/05/17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,594.0,False,True,False,True
554,377,Poland,233,2023-09-18,377,POL,233,2023-09-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,470.0,False,True,False,True
555,378,Czech Republic,59,2023-10-27,378,czechia,59,2023-10-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,431.0,False,True,False,True
556,379,Czech Republic,379,2024-08-29,379,Czech,379,2024-08-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,124.0,False,True,False,True
557,380,Poland,149,2024-02-05,380,Poland,149,05-02-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,330.0,False,True,False,True
558,381,Czech Republic,122,2024-11-08,381,Czechia,122,2024/11/08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,53.0,False,False,False,True
559,381,Germany,215,2023-09-21,381,germany,215,21-09-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,467.0,False,True,False,True
560,382,Germany,168,2023-07-16,382,Deutschland,168,2023-07-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,534.0,False,True,False,True
561,382,Poland,306,2024-01-09,382,POL,306,2024-01-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,357.0,False,True,False,True
562,383,Czech Republic,0,2023-06-26,383,czechia,0,2023-06-26,False,False,False,False,True,False,valid,YYYY-MM-DD,False,554.0,False,True,False,True
563,384,Germany,62,2023-05-26,384,Deutschland,62,2023/05/26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,585.0,False,True,False,True
564,385,Czech Republic,202,2024-09-25,385,CZ,202,2024-09-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,97.0,False,True,False,True
565,385,Germany,349,2023-08-18,385,Germany,349,2023/08/18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,501.0,False,True,False,True
566,386,Czech Republic,47,2023-12-12,386,Czech Republic,47,2023-12-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,385.0,False,True,False,True
567,386,Germany,225,2024-12-02,386,Germany,225,2024-12-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,29.0,False,False,False,True
568,387,Germany,123,2024-08-05,387,GER,123,2024-08-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False,148.0,False,True,False,True
569,387,Czech Republic,386,2023-06-07,387,Czech Republic,386,2023-06-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,573.0,False,True,False,True
570,388,Czech Republic,172,2024-03-11,388,Czech,172,2024/03/11,False,False,False,False,False,False,valid,YYYY-MM-DD,False,295.0,False,True,False,True
571,388,Germany,170,2023-05-16,388,germany,170,2023-05-16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,595.0,False,True,False,True
572,389,Poland,37,2023-08-10,389,Polska,37,2023.08.10,False,False,False,False,False,False,valid,YYYY-MM-DD,False,509.0,False,True,False,True
573,390,Czech Republic,119,2023-12-01,390,Czech,119,2023-12-01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,396.0,False,True,False,True
574,390,Poland,80,2024-07-02,390,Polska,80,2024-07-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,182.0,False,True,False,True
575,391,Poland,163,2024-01-07,391,Polska,163,07-01-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,359.0,False,True,False,True
576,392,Czech Republic,123,2024-01-20,392,Czechia,123,2024-01-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,346.0,False,True,False,True
577,393,Germany,198,2024-10-28,393,Deutschland,198,2024-10-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,64.0,False,False,False,True
578,394,Czech Republic,304,2023-11-25,394,CZ,304,2023-11-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,402.0,False,True,False,True
579,395,Germany,167,2024-07-29,395,Deutschland,167,2024.07.29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,155.0,False,True,False,True
580,395,Poland,0,2024-03-21,395,PL,0,2024-03-21,False,False,False,False,True,False,valid,YYYY-MM-DD,False,285.0,False,True,False,True
581,396,Poland,211,2023-06-04,396,POL,211,2023/06/04,False,False,False,False,False,False,valid,YYYY-MM-DD,False,576.0,False,True,False,True
582,397,Czech Republic,200,2023-11-20,397,czechia,200,2023/11/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,407.0,False,True,False,True
583,398,Czech Republic,224,2023-12-25,398,Czech,224,2023-12-25,False,False,False,False,False,False,valid,YYYY-MM-DD,False,372.0,False,True,False,True
584,399,Germany,286,2023-12-23,399,Deutschland,286,2023/12/23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,374.0,False,True,False,True
585,399,Poland,359,2024-12-16,399,poland,359,16-12-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,15.0,False,False,False,True
586,400,Poland,206,2024-10-21,400,Polska,206,2024/10/21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,71.0,False,False,False,True
587,401,Germany,116,2023-08-24,401,GER,116,2023-08-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,495.0,False,True,False,True
588,401,Czech Republic,54,2023-10-09,401,Czech Republic,54,2023/10/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,449.0,False,True,False,True
589,402,Poland,79,2023-09-29,402,poland,79,2023/09/29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,459.0,False,True,False,True
590,402,Czech Republic,356,2023-07-27,402,CZ,356,2023-07-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,523.0,False,True,False,True
591,403,Germany,187,2024-05-31,403,germany,187,2024-05-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,214.0,False,True,False,True
592,403,Poland,250,2023-09-01,403,Poland,250,2023/09/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,487.0,False,True,False,True
593,404,Poland,84,2024-12-28,404,poland,84,2024-12-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,3.0,False,False,False,True
594,405,Poland,336,2023-10-26,405,poland,336,2023-10-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,432.0,False,True,False,True
595,406,Czech Republic,182,2024-02-09,406,Czech,182,2024/02/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,326.0,False,True,False,True
596,406,Germany,0,2023-12-02,406,GER,0,2023-12-02,False,False,False,False,True,False,valid,YYYY-MM-DD,False,395.0,False,True,False,True
597,407,Poland,237,2024-08-19,407,POL,237,2024-08-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,134.0,False,True,False,True
598,408,Czech Republic,57,2024-06-01,408,czechia,57,2024.06.01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,213.0,False,True,False,True
599,409,Poland,372,2024-01-26,409,Polska,372,2024-01-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,340.0,False,True,False,True
600,409,Czech Republic,150,2024-07-14,409,czechia,150,2024-07-14,False,False,False,False,False,False,valid,YYYY-MM-DD,False,170.0,False,True,False,True
601,410,Czech Republic,0,2024-12-28,410,Czechia,0,2024-12-28,False,False,False,False,True,False,valid,YYYY-MM-DD,False,3.0,False,False,False,True
602,411,Czech Republic,185,2024-03-27,411,Czechia,185,2024-03-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,279.0,False,True,False,True
603,411,Germany,233,2023-07-30,411,Deutschland,233,2023-07-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False,520.0,False,True,False,True
604,412,Poland,106,2023-10-27,412,Poland,106,27/10/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,431.0,False,True,False,True
605,413,Czech Republic,252,2023-06-22,413,Czech Republic,252,2023/06/22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,558.0,False,True,False,True
606,414,Germany,176,2024-01-18,414,germany,176,2024-01-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,348.0,False,True,False,True
607,414,Poland,324,2024-12-23,414,POL,324,2024-12-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,8.0,False,False,False,True
608,415,Germany,67,2023-12-23,415,Germany,67,2023.12.23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,374.0,False,True,False,True
609,416,Poland,0,2024-03-01,416,PL,0,2024-03-01,False,False,False,False,True,False,valid,YYYY-MM-DD,False,305.0,False,True,False,True
610,416,Czech Republic,165,2024-03-31,416,czechia,165,2024-03-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,275.0,False,True,False,True
611,417,Poland,220,2024-08-03,417,POL,220,2024-08-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,150.0,False,True,False,True
612,418,Poland,314,2023-05-30,418,Poland,314,30-05-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,581.0,False,True,False,True
613,418,Czech Republic,149,2023-08-11,418,CZ,149,11-08-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,508.0,False,True,False,True
614,419,Poland,79,2024-04-03,419,pl,79,2024.04.03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,272.0,False,True,False,True
615,419,Czech Republic,211,2023-10-04,419,Czechia,211,2023/10/04,False,False,False,False,False,False,valid,YYYY-MM-DD,False,454.0,False,True,False,True
616,420,Germany,127,2023-07-10,420,GER,127,2023-07-10,False,False,False,False,False,False,valid,YYYY-MM-DD,False,540.0,False,True,False,True
617,420,Czech Republic,129,2024-06-09,420,Czechia,129,2024-06-09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,205.0,False,True,False,True
618,421,Germany,290,2023-12-21,421,Germany,290,2023-12-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,376.0,False,True,False,True
619,422,Czech Republic,258,2023-07-29,422,Czechia,258,2023/07/29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,521.0,False,True,False,True
620,423,Germany,38,2023-07-19,423,germany,38,2023-07-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,531.0,False,True,False,True
621,423,Czech Republic,196,2024-04-26,423,Czechia,196,2024-04-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,249.0,False,True,False,True
622,424,Germany,52,2024-09-08,424,Germany,52,2024/09/08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,114.0,False,True,False,True
623,425,Poland,19,2023-08-31,425,poland,19,2023-08-31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,488.0,False,True,False,True
624,425,Germany,31,2024-02-19,425,germany,31,19-02-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,316.0,False,True,False,True
625,426,Poland,0,2023-08-20,426,pl,0,2023-08-20,False,False,False,False,True,False,valid,YYYY-MM-DD,False,499.0,False,True,False,True
626,426,Germany,230,2023-07-27,426,germany,230,2023-07-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,523.0,False,True,False,True
627,427,Germany,364,2024-05-20,427,germany,364,2024-05-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,225.0,False,True,False,True
628,427,Poland,0,2024-02-02,427,Polska,0,2024-02-02,False,False,False,False,True,False,valid,YYYY-MM-DD,False,333.0,False,True,False,True
629,428,Germany,9,2024-06-19,428,Deutschland,9,2024-06-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,195.0,False,True,False,True
630,429,Czech Republic,100,2024-10-15,429,Czechia,100,15-10-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,77.0,False,False,False,True
631,429,Germany,222,2024-11-02,429,Deutschland,222,2024-11-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,59.0,False,False,False,True
632,430,Czech Republic,0,2024-07-01,430,Czechia,0,2024-07-01,False,False,False,False,True,False,valid,YYYY-MM-DD,False,183.0,False,True,False,True
633,430,Germany,254,2024-03-24,430,Deutschland,254,2024-03-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,282.0,False,True,False,True
634,431,Germany,271,2023-07-21,431,Germany,271,2023-07-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,529.0,False,True,False,True
635,432,Germany,164,2024-12-06,432,Deutschland,164,2024-12-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,25.0,False,False,False,True
636,432,Czech Republic,154,2024-07-23,432,Czechia,154,2024-07-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,161.0,False,True,False,True
637,433,Czech Republic,327,2023-10-23,433,Czechia,327,2023-10-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,435.0,False,True,False,True
638,433,Poland,100,2024-04-08,433,PL,100,2024-04-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,267.0,False,True,False,True
639,434,Poland,33,2024-12-27,434,pl,33,2024-12-27,False,False,False,False,False,False,valid,YYYY-MM-DD,False,4.0,False,False,False,True
640,434,Germany,224,2023-09-20,434,Deutschland,224,20-09-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,468.0,False,True,False,True
641,435,Germany,164,2024-08-24,435,DE,164,2024-08-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,129.0,False,True,False,True
642,436,Poland,345,2023-05-29,436,Poland,345,2023-05-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,582.0,False,True,False,True
643,436,Germany,0,2024-07-06,436,germany,0,2024-07-06,False,False,False,False,True,False,valid,YYYY-MM-DD,False,178.0,False,True,False,True
644,437,Poland,261,2024-01-17,437,POL,261,2024-01-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,349.0,False,True,False,True
645,437,Czech Republic,54,2024-01-07,437,Czech,54,2024-01-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,359.0,False,True,False,True
646,438,Czech Republic,261,2023-09-19,438,CZ,261,2023-09-19,False,False,False,False,False,False,valid,YYYY-MM-DD,False,469.0,False,True,False,True
647,439,Germany,56,2024-07-06,439,Deutschland,56,2024-07-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,178.0,False,True,False,True
648,440,Czech Republic,72,2023-11-20,440,CZ,72,2023-11-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,407.0,False,True,False,True
649,441,Czech Republic,148,2024-09-25,441,Czech,148,25-09-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,False,97.0,False,True,False,True
650,442,Czech Republic,256,2023-07-18,442,CZ,256,2023-07-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,532.0,False,True,False,True
651,442,Germany,56,2024-05-04,442,GER,56,04-05-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,241.0,False,True,False,True
652,443,Czech Republic,67,2024-07-21,443,Czechia,67,2024/07/21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,163.0,False,True,False,True
653,444,Germany,0,2023-07-02,444,DE,0,02-07-2023,False,False,False,False,True,False,valid,DD-MM-YYYY,True,548.0,False,True,False,True
654,445,Czech Republic,92,2023-05-18,445,czechia,92,2023-05-18,False,False,False,False,False,False,valid,YYYY-MM-DD,False,593.0,False,True,False,True
655,446,Poland,149,2024-05-17,446,PL,149,2024-05-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,228.0,False,True,False,True
656,447,Poland,111,2023-09-12,447,POL,111,2023-09-12,False,False,False,False,False,False,valid,YYYY-MM-DD,False,476.0,False,True,False,True
657,448,Poland,20,2024-04-30,448,POL,20,2024-04-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False,245.0,False,True,False,True
658,448,Czech Republic,197,2024-08-03,448,Czech Republic,197,03-08-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,150.0,False,True,False,True
659,449,Poland,151,2023-10-16,449,Poland,151,2023.10.16,False,False,False,False,False,False,valid,YYYY-MM-DD,False,442.0,False,True,False,True
660,449,Czech Republic,218,2024-10-20,449,CZ,218,2024/10/20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,72.0,False,False,False,True
661,450,Poland,41,2024-05-17,450,pl,41,2024-05-17,False,False,False,False,False,False,valid,YYYY-MM-DD,False,228.0,False,True,False,True
663,451,Germany,185,2023-07-26,451,GER,185,2023-07-26,False,False,False,False,False,False,valid,YYYY-MM-DD,False,524.0,False,True,False,True
664,452,Poland,140,2023-12-25,452,poland,140,25-12-2023,False,False,False,False,False,False,valid,DD-MM-YYYY,False,372.0,False,True,False,True
665,453,Germany,38,2023-08-24,453,GER,38,2023-08-24,False,False,False,False,False,False,valid,YYYY-MM-DD,False,495.0,False,True,False,True
666,454,Poland,80,2024-02-08,454,PL,80,2024-02-08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,327.0,False,True,False,True
667,455,Poland,78,2024-06-28,455,poland,78,2024-06-28,False,False,False,False,False,False,valid,YYYY-MM-DD,False,186.0,False,True,False,True
668,455,Germany,296,2023-06-20,455,Deutschland,296,2023-06-20,False,False,False,False,False,False,valid,YYYY-MM-DD,False,560.0,False,True,False,True
669,456,Czech Republic,203,2024-06-29,456,czechia,203,2024-06-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,185.0,False,True,False,True
670,457,Poland,99,2023-05-22,457,pl,99,2023/05/22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,589.0,False,True,False,True
671,458,Poland,105,2023-07-31,458,POL,105,2023/07/31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,519.0,False,True,False,True
672,458,Germany,280,2024-06-09,458,DE,280,2024/06/09,False,False,False,False,False,False,valid,YYYY-MM-DD,False,205.0,False,True,False,True
673,459,Poland,0,2024-10-06,459,PL,0,2024-10-06,False,False,False,False,True,False,valid,YYYY-MM-DD,False,86.0,False,False,False,True
674,459,Germany,339,2024-02-02,459,Deutschland,339,2024-02-02,False,False,False,False,False,False,valid,YYYY-MM-DD,False,333.0,False,True,False,True
675,460,Poland,194,2024-06-08,460,POL,194,2024/06/08,False,False,False,False,False,False,valid,YYYY-MM-DD,False,206.0,False,True,False,True
676,460,Czech Republic,0,2024-10-19,460,czechia,0,2024/10/19,False,False,False,False,True,False,valid,YYYY-MM-DD,False,73.0,False,False,False,True
677,461,Czech Republic,172,2023-11-10,461,Czech,172,10/11/2023,False,False,False,False,False,False,valid,DD-MM-YYYY,True,417.0,False,True,False,True
678,462,Germany,115,2024-04-04,462,Germany,115,04-04-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,271.0,False,True,False,True
679,462,Czech Republic,334,2023-10-30,462,CZ,334,2023-10-30,False,False,False,False,False,False,valid,YYYY-MM-DD,False,428.0,False,True,False,True
680,463,Czech Republic,120,2023-10-15,463,czechia,120,2023-10-15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,443.0,False,True,False,True
681,463,Germany,162,2024-04-21,463,Deutschland,162,2024-04-21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,254.0,False,True,False,True
682,464,Poland,59,2023-07-23,464,poland,59,2023-07-23,False,False,False,False,False,False,valid,YYYY-MM-DD,False,527.0,False,True,False,True
683,464,Germany,380,2024-12-21,464,germany,380,2024.12.21,False,False,False,False,False,False,valid,YYYY-MM-DD,False,10.0,False,False,False,True
684,465,Poland,235,2023-06-22,465,Poland,235,2023/06/22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,558.0,False,True,False,True
685,466,Poland,9,2024-10-02,466,poland,9,02-10-2024,False,False,False,False,False,False,valid,DD-MM-YYYY,True,90.0,False,False,False,True
686,467,Poland,300,2024-04-07,467,pl,300,2024-04-07,False,False,False,False,False,False,valid,YYYY-MM-DD,False,268.0,False,True,False,True
687,467,Czech Republic,0,2024-03-03,467,Czechia,0,2024-03-03,False,False,False,False,True,False,valid,YYYY-MM-DD,False,303.0,False,True,False,True
688,468,Germany,275,2023-06-29,468,germany,275,2023-06-29,False,False,False,False,False,False,valid,YYYY-MM-DD,False,551.0,False,True,False,True
689,468,Poland,307,2023-05-22,468,poland,307,2023-05-22,False,False,False,False,False,False,valid,YYYY-MM-DD,False,589.0,False,True,False,True
690,469,Czech Republic,0,2024-06-16,469,Czech,0,2024-06-16,False,False,False,False,True,False,valid,YYYY-MM-DD,False,198.0,False,True,False,True
691,469,Germany,28,2024-11-01,469,germany,28,2024/11/01,False,False,False,False,False,False,valid,YYYY-MM-DD,False,60.0,False,False,False,True
692,470,Poland,235,2023-12-05,470,poland,235,2023-12-05,False,False,False,False,False,False,valid,YYYY-MM-DD,False,392.0,False,True,False,True
693,471,Poland,151,2024-05-05,471,PL,151,2024.05.05,False,False,False,False,False,False,valid,YYYY-MM-DD,False,240.0,False,True,False,True
694,472,Czech Republic,178,2024-09-06,472,Czech,178,2024-09-06,False,False,False,False,False,False,valid,YYYY-MM-DD,False,116.0,False,True,False,True
695,472,Germany,222,2023-11-03,472,GER,222,2023-11-03,False,False,False,False,False,False,valid,YYYY-MM-DD,False,424.0,False,True,False,True
696,473,Czech Republic,48,2024-06-15,473,CZ,48,2024/06/15,False,False,False,False,False,False,valid,YYYY-MM-DD,False,199.0,False,True,False,True
697,473,Poland,179,2024-02-10,473,Polska,179,2024/02/10,False,False,False,False,False,False,valid,YYYY-MM-DD,False,325.0,False,True,False,True
698,474,Germany,135,2024-01-31,474,Deutschland,135,2024/01/31,False,False,False,False,False,False,valid,YYYY-MM-DD,False,335.0,False,True,False,True
699,474,Czech Republic,0,2024-02-29,474,Czech Republic,0,2024-02-29,False,False,False,False,True,False,valid,YYYY-MM-DD,False,306.0,False,True,False,True
700,475,Czech Republic,0,2023-05-27,475,Czech,0,2023-05-27,False,False,False,False,True,False,valid,YYYY-MM-DD,False,584.0,False,True,False,True
